Movie,StoryLine
"Andor
TV Series
2022–
TV-14
40m","The series will explore a new perspective from the Star Wars galaxy, focusing on Cassian Andor's journey to discover the difference he can make. The series brings forward the tale of the burgeoning rebellion against the Empire and how people and planets became involved. It's an era filled with danger, deception and intrigue where Cassian will embark on the path that is destined to turn him into a rebel hero. —Disney+ Media"
"She-Hulk: Attorney at Law
TV Series
2022–
TV-14
35m","Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk."
"Bullet Train
2022
R
2h 7m","Unlucky assassin Ladybug (Brad Pitt) is determined to do his job peacefully after one too many gigs has gone off the rails. Fate has other plans, however: Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe--all with connected, yet conflicting, objectives--on the world's fastest train. The end of the line is just the beginning in this non-stop thrill-ride through modern-day Japan."
"Black Panther: Wakanda Forever
2022
2h 41m","Queen Ramonda, Shuri, M'Baku, Okoye and the Dora Milaje fight to protect the kingdom of Wakanda from intervening world powers in the wake of King T'Challa's death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for their nation."
"Game of Thrones
TV Series
2011–2019
TV-MA
57m","In the mythical continent of Westeros, several powerful families fight for control of the Seven Kingdoms. As conflict erupts in the kingdoms of men, an ancient enemy rises once again to threaten them all. Meanwhile, the last heirs of a recently usurped dynasty plot to take back their homeland from across the Narrow Sea. —Sam Gray"
"Werewolf by Night
TV Special
2022
TV-14
52m",
"Lou
2022
R
1h 47m","A massive storm rages. A young girl is kidnapped. Her mother, with no other option, teams up with the mysterious older woman next door to pursue the kidnapper a journey into the wilderness that will test their limits and expose dark and shocking secrets from their pasts."
"Top Gun: Maverick
2022
PG-13
2h 10m","Set 30 years after its predecessor, it follows Maverick's return to the United States Navy Strike Fighter Tactics Instructor program (also known as U.S. Navy-Fighter Weapons School - ""TOPGUN""), where he must confront his past as he trains a group of younger pilots, among them the son of Maverick's deceased best friend Lieutenant Nick ""Goose"" Bradshaw, USN. —Wrathzo"
"Last Seen Alive
2022
R
1h 35m",Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.
"The Woman King
2022
PG-13
2h 15m","The Woman King is the remarkable story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen. Inspired by true events, The Woman King follows the emotionally epic journey of General Nanisca (Oscar®-winner Viola Davis) as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life. Some things are worth fighting for."
"Thor: Love and Thunder
2022
PG-13
1h 58m","Thor's retirement is interrupted by a galactic killer known as Gorr the God Butcher, who seeks the extinction of the gods. To combat the threat, Thor enlists the help of King Valkyrie, Korg and ex-girlfriend Jane Foster, who - to Thor's surprise - inexplicably wields his magical hammer, Mjolnir, as the Mighty Thor. Together, they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher's vengeance and stop him before it's too late."
"Cobra Kai
TV Series
2018–
TV-14
30m","Thirty years after their final confrontation at the 1984 All Valley Karate Tournament, Johnny Lawrence is at rock-bottom as an unemployed handyman haunted by his wasted life. However, when Johnny rescues bullied kid Miguel from tormentors, he is inspired to restart the notorious Cobra Kai dojo. However, this revitalization of his life and related misunderstandings find Johnny restarting his old rivalry with Daniel LaRusso, a successful businessman who may be happily married, but is missing an essential balance in life since the death of his mentor, Mr. Miyagi. Even as this antipathy festers, it finds itself reflected in their protegees as Miguel and his comrades are gradually poisoned by Cobra Kai's thuggish philosophy. Meanwhile, while Daniel's daughter Samantha finds herself in the middle of this conflict amidst false friends, Johnny's estranged miscreant son Robby finds himself inadvertently coming under Daniel's wing and flourishes in ways worthy of Mr. Miyagi. —Kenneth Chisholm (kchishol@rogers.com)"
"Cyberpunk: Edgerunners
TV Series
2022–
TV-MA
24m","A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk."
"Black Adam
2022
PG-13
2h 4m","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods-and imprisoned just as quickly-Black Adam (Johnson) is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world."
"Avatar: The Way of Water
2022","Jake Sully lives with his newfound family formed on the planet of Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their planet."
"The Boys
TV Series
2019–
TV-MA
1h","The Boys is set in a universe in which superpowered people are recognized as heroes by the general public and owned by a powerful corporation, Vought International, which ensures that they are aggressively marketed and monetized. Outside of their heroic personas, most are arrogant and corrupt. The series primarily focuses on two groups: the titular Boys, vigilantes looking to keep the corrupted heroes under control, and the Seven, Vought International's premier superhero team. The Boys are led by Billy Butcher, who despises all superpowered people, and the Seven are led by the egotistical and unstable Homelander. As a conflict ensues between the two groups, the series also follows the new members of each team: Hugh ""Hughie"" Campbell of the Boys, who joins the vigilantes after his girlfriend is killed in a high-speed collision by the Seven's A-Train, and Annie January/Starlight of the Seven, a young and hopeful heroine forced to face the truth about the heroes she admires."
